	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	array:ch1	block:ch1	condition:ch1	released co2 (g/l):ch1	strain:ch1	passed_global_correlation
GSM2497794	TWN_T1_1	GSM2497794	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	TWN_T1_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 1	array: 7	block: 8	condition: oleic acid starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 1 g/L released CO2 under oleic acid starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497794/suppl/GSM2497794_lame7_253861910035_2015-04-23_580_574_8-8.gpr.gz	6268	7	8	oleic acid starvation	1	EC1118	True
GSM2497795	MS71_T2_1	GSM2497795	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	MS71_T2_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 12	array: 8	block: 1	condition: nitrogen starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 12 g/L released CO2 under nitrogen starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497795/suppl/GSM2497795_Lame8_253861910036_2015-04-30_580_580_1-8.gpr.gz	6268	8	1	nitrogen starvation	12	EC1118	True
GSM2497796	TWN_T4_1	GSM2497796	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	TWN_T4_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 75	array: 8	block: 2	condition: oleic acid starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 75 g/L released CO2 under oleic acid starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497796/suppl/GSM2497796_Lame8_253861910036_2015-04-30_580_580_2-8.gpr.gz	6268	8	2	oleic acid starvation	75	EC1118	True
GSM2497797	NICO_T3_1	GSM2497797	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	NICO_T3_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 40	array: 8	block: 3	condition: nicotinic acid starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 40 g/L released CO2 under nicotinic acid starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497797/suppl/GSM2497797_Lame8_253861910036_2015-04-30_580_580_3-8.gpr.gz	6268	8	3	nicotinic acid starvation	40	EC1118	True
GSM2497798	TWN_T1_3	GSM2497798	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	TWN_T1_biological repetition 3	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 1	array: 8	block: 4	condition: oleic acid starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 3, at 1 g/L released CO2 under oleic acid starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497798/suppl/GSM2497798_Lame8_253861910036_2015-04-30_580_580_4-8.gpr.gz	6268	8	4	oleic acid starvation	1	EC1118	True
GSM2497799	N_ERGO_T1_1	GSM2497799	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	N_ERGO_T1_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 1	array: 8	block: 5	condition: nitrogen plus ergsoterol starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 1 g/L released CO2 under nitrogen plus ergsoterol starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497799/suppl/GSM2497799_Lame8_253861910036_2015-04-30_580_580_5-8.gpr.gz	6268	8	5	nitrogen plus ergsoterol starvation	1	EC1118	True
GSM2497800	PANTO_T2_3	GSM2497800	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	PANTO_T2_biological repetition 3	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 12	array: 8	block: 6	condition: pantothenic acid starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 3, at 12 g/L released CO2 under pantothenic acid starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497800/suppl/GSM2497800_Lame8_253861910036_2015-04-30_580_580_6-8.gpr.gz	6268	8	6	pantothenic acid starvation	12	EC1118	True
GSM2497801	ERGO_T2_3	GSM2497801	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	ERGO_T2_biological repetition 3	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 12	array: 8	block: 7	condition: ergosterol starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 3, at 12 g/L released CO2 under ergosterol starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497801/suppl/GSM2497801_Lame8_253861910036_2015-04-30_580_580_7-8.gpr.gz	6268	8	7	ergosterol starvation	12	EC1118	True
GSM2497802	MS71_T4_1	GSM2497802	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	MS71_T4_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 75	array: 8	block: 8	condition: nitrogen starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 75 g/L released CO2 under nitrogen starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497802/suppl/GSM2497802_Lame8_253861910036_2015-04-30_580_580_8-8.gpr.gz	6268	8	8	nitrogen starvation	75	EC1118	True
GSM2497803	ERGO_T1_3	GSM2497803	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	ERGO_T1_biological repetition 3	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 1	array: 9	block: 1	condition: ergosterol starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 3, at 1 g/L released CO2 under ergosterol starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497803/suppl/GSM2497803_Lame9_253861910037_2015-05-07_580_580_1-8.gpr.gz	6268	9	1	ergosterol starvation	1	EC1118	True
GSM2497804	TWN_T3_1	GSM2497804	Public on Jul 30 2017	Feb 21 2017	Jul 30 2017	RNA	1	TWN_T3_biological repetition 1	Saccharomyces cerevisiae	strain: EC1118	released co2 (g/l): 40	array: 9	block: 2	condition: oleic acid starvation	Cells were sampled at 4 time-point during the alcoholic fermentation (20 106cells/ml, 12 g of CO2 released, 40 g of CO2 released and 75 g of CO2 released). 10^9 cells were pelleted, washed with DEPC-treated water and freezed in methanol at -80°C.	Yeast cells were first pre-cultured with shaking (180rpm) overnight at 28°C  in 50ml flasks containing YNB medium. After centrifugation, pellets were washed with synthetic must. These pre-cultures were used to inoculate fermentations (10^6 cells/ml) in synthetic must. Fermentation experiments were performed at 24°C in fermenters with a working volume of 1.1l. The synthtetic must used contains 230g/l of sugars ( (115g/L glucose and 115g/l of fructose), and either 71 or 425 mg/L of yeast assimilable nitrogen (free amino acids and ammonium).	total RNA	Total RNA extraction were performed with Trizol reagent (Gibco BRL, Life Technologies), purified by isopropanol precipitation then using RNeasy kit (Qiagen).	Cy3	Cy3-labeled cRNA was synthesized with the One color RNA Spike-In kit (Agilent Technologies) and purified with RNeasy kit (Qiagen). Quality and quantity of RNA were controlled at each step by spectrometry (NanoDrop 1000, Thermo Scientific).	4932	Agilent gene expression microarrays 8x15k was used for the micro array hybridization, with one-color method. Array design is based on ID 038619 completed with the regions A, B and C + KHR1 + MPR1 from the new regions of EC1118  (Agilent Technologies, Santa Clara, CA, USA). 600ng of labeled cRNA were hybridized for 17h in 65°C in a rotative hybridization oven (Corning) using the Expression Hybridization kit (Agilent Technologies, 5188-5242). Plates were washed with expression wash buffer kit (Agilent Technologies, 5188-5325 5188-5326).	The array pictures were analyzed on a GenePix 4000B laser Scanner (Axon Instruments) and with the GenePix software Pro7.	Gene expression in sample from EC1118 strain, biological rep 1, at 40 g/L released CO2 under oleic acid starvation	Data normalization and statistical analysis were performed using the R 3.1.3 software and the limma package. Normalization was done by the quantile method considering all arrays.	GPL17690	Bruno,,Blondin	bruno.blondin@supagro.inra.fr	SPO	UMR1083	INRA	2 place Pierre Viala	Montpellier	34060	France	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2497nnn/GSM2497804/suppl/GSM2497804_Lame9_253861910037_2015-05-07_580_580_2-8.gpr.gz	6268	9	2	oleic acid starvation	40	EC1118	True
